id,code,name
en16931_uom_XFP,XFP,Filmpack 
en16931_uom_XFR,XFR,Frame
en16931_uom_XFT,XFT,Foodtainer
en16931_uom_XFW,XFW,"Cart, flatbed"
en16931_uom_XFX,XFX,"Bag, flexible container"
en16931_uom_XGB,XGB,"Bottle, gas"
en16931_uom_XGI,XGI,Girder 
en16931_uom_XGL,XGL,"Container, gallon"
en16931_uom_XGR,XGR,"Receptacle, glass "
en16931_uom_XGU,XGU,"Tray, containing horizontally stacked flat items"
en16931_uom_XGY,XGY,"Bag, gunny"
en16931_uom_XGZ,XGZ,"Girders, in bundle/bunch/truss "
en16931_uom_XHA,XHA,"Basket, with handle, plastic "
en16931_uom_XHB,XHB,"Basket, with handle, wooden"
en16931_uom_XHC,XHC,"Basket, with handle, cardboard "
en16931_uom_XHG,XHG,Hogshead 
en16931_uom_XHN,XHN,Hanger
en16931_uom_XHR,XHR,Hamper 
en16931_uom_XIA,XIA,"Package, display, wooden "
en16931_uom_XIB,XIB,"Package, display, cardboard"
en16931_uom_XIC,XIC,"Package, display, plastic"
en16931_uom_XID,XID,"Package, display, metal"
en16931_uom_XIE,XIE,"Package, show"
en16931_uom_XIF,XIF,"Package, flow "
en16931_uom_XIG,XIG,"Package, paper wrapped"
en16931_uom_XIH,XIH,"Drum, plastic"
en16931_uom_XIK,XIK,"Package, cardboard, with bottle grip-holes "
en16931_uom_XIL,XIL,"Tray, rigid, lidded stackable (CEN TS 14482:2002)"
en16931_uom_XIN,XIN,Ingot
en16931_uom_XIZ,XIZ,"Ingots, in bundle/bunch/truss"
en16931_uom_XJB,XJB,"Bag, jumbo"
en16931_uom_XJC,XJC,"Jerrican, rectangular"
en16931_uom_XJG,XJG,Jug
en16931_uom_XJR,XJR,Jar
en16931_uom_XJT,XJT,Jutebag
en16931_uom_XJY,XJY,"Jerrican, cylindrical"
en16931_uom_XKG,XKG,Keg
en16931_uom_XKI,XKI,Kit
en16931_uom_XLE,XLE,Luggage
en16931_uom_XLG,XLG,Log
en16931_uom_XLT,XLT,Lot
en16931_uom_XLU,XLU,Lug
en16931_uom_XLV,XLV,Liftvan
en16931_uom_XLZ,XLZ,"Logs, in bundle/bunch/truss"
en16931_uom_XMA,XMA,"Crate, metal"
en16931_uom_XMB,XMB,"Bag, multiply"
en16931_uom_XMC,XMC,"Crate, milk"
en16931_uom_XME,XME,"Container, metal"
en16931_uom_XMR,XMR,"Receptacle, metal "
en16931_uom_XMS,XMS,"Sack, multi-wall "
en16931_uom_XMT,XMT,Mat
en16931_uom_XMW,XMW,"Receptacle, plastic wrapped "
en16931_uom_XMX,XMX,Matchbox 
en16931_uom_XNA,XNA,Not available
en16931_uom_XNE,XNE,Unpacked or unpackaged 
en16931_uom_XNF,XNF,"Unpacked or unpackaged, single unit"
en16931_uom_XNG,XNG,"Unpacked or unpackaged, multiple units"
en16931_uom_XNS,XNS,Nest 
en16931_uom_XNT,XNT,Net
en16931_uom_XNU,XNU,"Net, tube, plastic "
en16931_uom_XNV,XNV,"Net, tube, textile "
en16931_uom_XO1,XO1,Two sided cage on wheels with fixing strap
en16931_uom_XO2,XO2,Trolley
en16931_uom_XO3,XO3,Oneway pallet ISO 0 - 1/2 EURO Pallet
en16931_uom_XO4,XO4,Oneway pallet ISO 1 - 1/1 EURO Pallet
en16931_uom_XO5,XO5,Oneway pallet ISO 2 - 2/1 EURO Pallet
en16931_uom_XO6,XO6,Pallet with exceptional dimensions
en16931_uom_XO7,XO7,Wooden pallet  40 cm x 80 cm
en16931_uom_XO8,XO8,Plastic pallet SRS 60 cm x 80 cm
en16931_uom_XO9,XO9,Plastic pallet SRS 80 cm x 120 cm
en16931_uom_XOA,XOA,"Pallet, CHEP 40 cm x 60 cm"
en16931_uom_XOB,XOB,"Pallet, CHEP 80 cm x 120 cm"
en16931_uom_XOC,XOC,"Pallet, CHEP 100 cm x 120 cm"
en16931_uom_XOD,XOD,"Pallet, AS 4068-1993"
en16931_uom_XOE,XOE,"Pallet, ISO T11"
en16931_uom_XOF,XOF,"Platform, unspecified weight or dimension"
en16931_uom_XOG,XOG,Pallet ISO 0 - 1/2 EURO Pallet
en16931_uom_XOH,XOH,Pallet ISO 1 - 1/1 EURO Pallet
en16931_uom_XOI,XOI,Pallet ISO 2 – 2/1 EURO Pallet
en16931_uom_XOJ,XOJ,1/4 EURO Pallet
en16931_uom_XOK,XOK,Block
en16931_uom_XOL,XOL,1/8 EURO Pallet
en16931_uom_XOM,XOM,Synthetic pallet ISO 1
en16931_uom_XON,XON,Synthetic pallet ISO 2
en16931_uom_XOP,XOP,Wholesaler pallet
en16931_uom_XOQ,XOQ,Pallet 80 X 100 cm
en16931_uom_XOR,XOR,Pallet 60 X 100 cm
en16931_uom_XOS,XOS,Oneway pallet
en16931_uom_XOT,XOT,Octabin
en16931_uom_XOU,XOU,"Container, outer"
en16931_uom_XOV,XOV,Returnable pallet
en16931_uom_XOW,XOW,"Large bag, pallet sized"
en16931_uom_XOX,XOX,A wheeled pallet with raised rim (81 x 67 x 135)
en16931_uom_XOY,XOY,A Wheeled pallet with raised rim (81 x 72 x 135)
en16931_uom_XOZ,XOZ,Wheeled pallet with raised rim ( 81 x 60 x 16)
en16931_uom_XP1,XP1,CHEP pallet 60 cm x 80 cm 
en16931_uom_XP2,XP2,Pan
en16931_uom_XP3,XP3,LPR pallet 60 cm x 80 cm
en16931_uom_XP4,XP4,LPR pallet 80 cm x 120 cm
en16931_uom_XPA,XPA,Packet 
en16931_uom_XPB,XPB,"Pallet, box Combined open-ended box and pallet"
en16931_uom_XPC,XPC,Parcel 
en16931_uom_XPD,XPD,"Pallet, modular, collars 80cms * 100cms "
en16931_uom_XPE,XPE,"Pallet, modular, collars 80cms * 120cms "
en16931_uom_XPF,XPF,Pen 
en16931_uom_XPG,XPG,Plate
en16931_uom_XPH,XPH,Pitcher
en16931_uom_XPI,XPI,Pipe 
en16931_uom_XPJ,XPJ,Punnet
en16931_uom_XPK,XPK,Package
en16931_uom_XPL,XPL,Pail 
en16931_uom_XPN,XPN,Plank
en16931_uom_XPO,XPO,Pouch
en16931_uom_XPP,XPP,Piece
en16931_uom_XPR,XPR,"Receptacle, plastic "
en16931_uom_XPT,XPT,Pot
en16931_uom_XPU,XPU,Tray 
en16931_uom_XPV,XPV,"Pipes, in bundle/bunch/truss "
en16931_uom_XPX,XPX,Pallet 
en16931_uom_XPY,XPY,"Plates, in bundle/bunch/truss"
en16931_uom_XPZ,XPZ,"Planks, in bundle/bunch/truss"
en16931_uom_XQA,XQA,"Drum, steel, non-removable head"
en16931_uom_XQB,XQB,"Drum, steel, removable head"
en16931_uom_XQC,XQC,"Drum, aluminium, non-removable head"
en16931_uom_XQD,XQD,"Drum, aluminium, removable head"
en16931_uom_XQF,XQF,"Drum, plastic, non-removable head"
en16931_uom_XQG,XQG,"Drum, plastic, removable head"
en16931_uom_XQH,XQH,"Barrel, wooden, bung type"
en16931_uom_XQJ,XQJ,"Barrel, wooden, removable head "
en16931_uom_XQK,XQK,"Jerrican, steel, non-removable head"
en16931_uom_XQL,XQL,"Jerrican, steel, removable head"
en16931_uom_XQM,XQM,"Jerrican, plastic, non-removable head"
en16931_uom_XQN,XQN,"Jerrican, plastic, removable head"
en16931_uom_XQP,XQP,"Box, wooden, natural wood, ordinary"
en16931_uom_XQQ,XQQ,"Box, wooden, natural wood, with sift proof walls"
en16931_uom_XQR,XQR,"Box, plastic, expanded "
en16931_uom_XQS,XQS,"Box, plastic, solid"
en16931_uom_XRD,XRD,Rod
en16931_uom_XRG,XRG,Ring 
en16931_uom_XRJ,XRJ,"Rack, clothing hanger"
en16931_uom_XRK,XRK,Rack 
en16931_uom_XRL,XRL,Reel 
en16931_uom_XRO,XRO,Roll 
en16931_uom_XRT,XRT,Rednet 
en16931_uom_XRZ,XRZ,"Rods, in bundle/bunch/truss"
en16931_uom_XSA,XSA,Sack 
en16931_uom_XSB,XSB,Slab
en16931_uom_XSC,XSC,"Crate, shallow "
en16931_uom_XSD,XSD,Spindle
en16931_uom_XSE,XSE,Sea-chest
en16931_uom_XSH,XSH,Sachet 
en16931_uom_XSI,XSI,Skid 
en16931_uom_XSK,XSK,"Case, skeleton "
en16931_uom_XSL,XSL,Slipsheet 
en16931_uom_XSM,XSM,Sheetmetal 
en16931_uom_XSO,XSO,Spool 
en16931_uom_XSP,XSP,"Sheet, plastic wrapping"
en16931_uom_XSS,XSS,"Case, steel"
en16931_uom_XST,XST,Sheet
en16931_uom_XSU,XSU,Suitcase 
en16931_uom_XSV,XSV,"Envelope, steel"
en16931_uom_XSW,XSW,Shrinkwrapped  
en16931_uom_XSX,XSX,Set
en16931_uom_XSY,XSY,Sleeve
en16931_uom_XSZ,XSZ,"Sheets, in bundle/bunch/truss"
en16931_uom_XT1,XT1,Tablet
en16931_uom_XTB,XTB,Tub
en16931_uom_XTC,XTC,Tea-chest
en16931_uom_XTD,XTD,"Tube, collapsible"
en16931_uom_XTE,XTE,Tyre
en16931_uom_XTG,XTG,"Tank container, generic"
en16931_uom_XTI,XTI,Tierce
en16931_uom_XTK,XTK,"Tank, rectangular"
en16931_uom_XTL,XTL,"Tub, with lid"
en16931_uom_XTN,XTN,Tin
en16931_uom_XTO,XTO,Tun
en16931_uom_XTR,XTR,Trunk
en16931_uom_XTS,XTS,Truss
en16931_uom_XTT,XTT,"Bag, tote"
en16931_uom_XTU,XTU,Tube 
en16931_uom_XTV,XTV,"Tube, with nozzle "
en16931_uom_XTW,XTW,"Pallet, triwall"
en16931_uom_XTY,XTY,"Tank, cylindrical"
en16931_uom_XTZ,XTZ,"Tubes, in bundle/bunch/truss "
en16931_uom_XUC,XUC,Uncaged 
en16931_uom_XUN,XUN,Unit
en16931_uom_XVA,XVA,Vat
en16931_uom_XVG,XVG,"Bulk, gas (at 1031 mbar and 15°C)"
en16931_uom_XVI,XVI,Vial 
en16931_uom_XVK,XVK,Vanpack 
en16931_uom_XVL,XVL,"Bulk, liquid "
en16931_uom_XVN,XVN,Vehicle
en16931_uom_XVO,XVO,"Bulk, solid, large particles (“nodules”) "
en16931_uom_XVP,XVP,Vacuum-packed
en16931_uom_XVQ,XVQ,"Bulk, liquefied gas (at abnormal temperature/pressure) "
en16931_uom_XVR,XVR,"Bulk, solid, granular particles (“grains”) "
en16931_uom_XVS,XVS,"Bulk, scrap metal"
en16931_uom_XVY,XVY,"Bulk, solid, fine particles (“powders”)"
en16931_uom_XWA,XWA,Intermediate bulk container
en16931_uom_XWB,XWB,Wickerbottle 
en16931_uom_XWC,XWC,"Intermediate bulk container, steel "
en16931_uom_XWD,XWD,"Intermediate bulk container, aluminium "
en16931_uom_XWF,XWF,"Intermediate bulk container, metal "
en16931_uom_XWG,XWG,"Intermediate bulk container, steel, pressurised > 10 kpa"
en16931_uom_XWH,XWH,"Intermediate bulk container, aluminium, pressurised > 10 kpa"
en16931_uom_XWJ,XWJ,"Intermediate bulk container, metal, pressure 10 kpa "
en16931_uom_XWK,XWK,"Intermediate bulk container, steel, liquid "
en16931_uom_XWL,XWL,"Intermediate bulk container, aluminium, liquid "
en16931_uom_XWM,XWM,"Intermediate bulk container, metal, liquid "
en16931_uom_XWN,XWN,"Intermediate bulk container, woven plastic, without coat/liner "
en16931_uom_XWP,XWP,"Intermediate bulk container, woven plastic, coated "
en16931_uom_XWQ,XWQ,"Intermediate bulk container, woven plastic, with liner "
en16931_uom_XWR,XWR,"Intermediate bulk container, woven plastic, coated and liner "
en16931_uom_XWS,XWS,"Intermediate bulk container, plastic film"
en16931_uom_XWT,XWT,"Intermediate bulk container, textile with out coat/liner "
en16931_uom_XWU,XWU,"Intermediate bulk container, natural wood, with inner liner"
en16931_uom_XWV,XWV,"Intermediate bulk container, textile, coated "
en16931_uom_XWW,XWW,"Intermediate bulk container, textile, with liner "
en16931_uom_XWX,XWX,"Intermediate bulk container, textile, coated and liner "
en16931_uom_XWY,XWY,"Intermediate bulk container, plywood, with inner liner "
en16931_uom_XWZ,XWZ,"Intermediate bulk container, reconstituted wood, with inner liner"
en16931_uom_XXA,XXA,"Bag, woven plastic, without inner coat/liner "
en16931_uom_XXB,XXB,"Bag, woven plastic, sift proof "
en16931_uom_XXC,XXC,"Bag, woven plastic, water resistant"
en16931_uom_XXD,XXD,"Bag, plastics film "
en16931_uom_XXF,XXF,"Bag, textile, without inner coat/liner "
en16931_uom_XXG,XXG,"Bag, textile, sift proof "
en16931_uom_XXH,XXH,"Bag, textile, water resistant"
en16931_uom_XXJ,XXJ,"Bag, paper, multi-wall "
en16931_uom_XXK,XXK,"Bag, paper, multi-wall, water resistant"
en16931_uom_XYA,XYA,"Composite packaging, plastic receptacle in steel drum"
en16931_uom_XYB,XYB,"Composite packaging, plastic receptacle in steel crate box"
en16931_uom_XYC,XYC,"Composite packaging, plastic receptacle in aluminium drum"
en16931_uom_XYD,XYD,"Composite packaging, plastic receptacle in aluminium crate"
en16931_uom_XYF,XYF,"Composite packaging, plastic receptacle in wooden box"
en16931_uom_XYG,XYG,"Composite packaging, plastic receptacle in plywood drum"
en16931_uom_XYH,XYH,"Composite packaging, plastic receptacle in plywood box "
en16931_uom_XYJ,XYJ,"Composite packaging, plastic receptacle in fibre drum"
en16931_uom_XYK,XYK,"Composite packaging, plastic receptacle in fibreboard box"
en16931_uom_XYL,XYL,"Composite packaging, plastic receptacle in plastic drum"
en16931_uom_XYM,XYM,"Composite packaging, plastic receptacle in solid plastic box"
en16931_uom_XYN,XYN,"Composite packaging, glass receptacle in steel drum"
en16931_uom_XYP,XYP,"Composite packaging, glass receptacle in steel crate box"
en16931_uom_XYQ,XYQ,"Composite packaging, glass receptacle in aluminium drum"
en16931_uom_XYR,XYR,"Composite packaging, glass receptacle in aluminium crate"
en16931_uom_XYS,XYS,"Composite packaging, glass receptacle in wooden box"
en16931_uom_XYT,XYT,"Composite packaging, glass receptacle in plywood drum"
en16931_uom_XYV,XYV,"Composite packaging, glass receptacle in wickerwork hamper"
en16931_uom_XYW,XYW,"Composite packaging, glass receptacle in fibre drum"
en16931_uom_XYX,XYX,"Composite packaging, glass receptacle in fibreboard box "
en16931_uom_XYY,XYY,"Composite packaging, glass receptacle in expandable plastic pack"
en16931_uom_XYZ,XYZ,"Composite packaging, glass receptacle in solid plastic pack"
en16931_uom_XZA,XZA,"Intermediate bulk container, paper, multi-wall "
en16931_uom_XZB,XZB,"Bag, large "
en16931_uom_XZC,XZC,"Intermediate bulk container, paper, multi-wall, water resistant"
en16931_uom_XZD,XZD,"Intermediate bulk container, rigid plastic, with structural equipment, solids"
en16931_uom_XZF,XZF,"Intermediate bulk container, rigid plastic, freestanding, solids"
en16931_uom_XZG,XZG,"Intermediate bulk container, rigid plastic, with structural equipment, pressurised"
en16931_uom_XZH,XZH,"Intermediate bulk container, rigid plastic, freestanding, pressurised"
en16931_uom_XZJ,XZJ,"Intermediate bulk container, rigid plastic, with structural equipment, liquids "
en16931_uom_XZK,XZK,"Intermediate bulk container, rigid plastic, freestanding, liquids"
en16931_uom_XZL,XZL,"Intermediate bulk container, composite, rigid plastic, solids"
en16931_uom_XZM,XZM,"Intermediate bulk container, composite, flexible plastic, solids"
en16931_uom_XZN,XZN,"Intermediate bulk container, composite, rigid plastic, pressurised "
en16931_uom_XZP,XZP,"Intermediate bulk container, composite, flexible plastic, pressurised"
en16931_uom_XZQ,XZQ,"Intermediate bulk container, composite, rigid plastic, liquids"
en16931_uom_XZR,XZR,"Intermediate bulk container, composite, flexible plastic, liquids "
en16931_uom_XZS,XZS,"Intermediate bulk container, composite"
en16931_uom_XZT,XZT,"Intermediate bulk container, fibreboard"
en16931_uom_XZU,XZU,"Intermediate bulk container, flexible"
en16931_uom_XZV,XZV,"Intermediate bulk container, metal, other than steel"
en16931_uom_XZW,XZW,"Intermediate bulk container, natural wood"
en16931_uom_XZX,XZX,"Intermediate bulk container, plywood"
en16931_uom_XZY,XZY,"Intermediate bulk container, reconstituted wood"
en16931_uom_XZZ,XZZ,Mutually defined 
